id,slug,url
526880,george_zaidan_how_do_gas_masks_actually_work,https://talkstar-assets.s3.amazonaws.com/production/talks/talk_128547/250158f0-4687-41d3-abbe-df39232ee19a/gasmaskstextless.jpg
527254,bonnie_hancock_my_epic_journey_becoming_the_fastest_person_to_paddle_around_australia,https://talkstar-photos.s3.amazonaws.com/uploads/1e4e6bae-e8ee-45c4-926d-4c80715e0c58/BonnieHancock_2023S-embed.jpg
527254,bonnie_hancock_my_epic_journey_becoming_the_fastest_person_to_paddle_around_australia,https://talkstar-photos.s3.amazonaws.com/uploads/fb6e12b6-abe8-4db6-acbf-425718814a23/BonnieHancock_2023S-stageshot.jpg
527254,bonnie_hancock_my_epic_journey_becoming_the_fastest_person_to_paddle_around_australia,https://talkstar-photos.s3.amazonaws.com/uploads/ebf65063-32b9-4fd2-9abd-b215be00377f/BonnieHancock_2023S-1350x675.jpg
527863,demis_hassabis_how_ai_is_unlocking_the_secrets_of_nature_and_the_universe,https://talkstar-photos.s3.amazonaws.com/uploads/5a55c8eb-d310-4b03-a4fe-e48021a120f1/DemisHassabis_2024-embed.jpg
527863,demis_hassabis_how_ai_is_unlocking_the_secrets_of_nature_and_the_universe,https://talkstar-photos.s3.amazonaws.com/uploads/1b0b0d66-3213-4c78-8bd6-c954f32c0a9d/DemisHassabis_2024-stageshot.jpg
527863,demis_hassabis_how_ai_is_unlocking_the_secrets_of_nature_and_the_universe,https://talkstar-photos.s3.amazonaws.com/uploads/59ab4206-1eb0-4f12-9024-ce5dbcbe99c6/DemisHassabis_2024-1350x675.jpg
528495,ryan_panchadsaram_anjali_grover_and_david_biello_an_updated_action_plan_for_solving_the_climate_crisis_and_a_look_at_progress_to_date,https://talkstar-photos.s3.amazonaws.com/uploads/585acd28-d676-449a-a09d-8767e14e6fa5/RyanPanchadsaramandAnjaliGrover_2024V-embed.jpg
528495,ryan_panchadsaram_anjali_grover_and_david_biello_an_updated_action_plan_for_solving_the_climate_crisis_and_a_look_at_progress_to_date,https://talkstar-photos.s3.amazonaws.com/uploads/e52334e7-6af8-45a2-82c6-98cf72e52715/RyanPanchadsaramandAnjaliGrover_2024V-stageshot.jpg
528495,ryan_panchadsaram_anjali_grover_and_david_biello_an_updated_action_plan_for_solving_the_climate_crisis_and_a_look_at_progress_to_date,https://talkstar-photos.s3.amazonaws.com/uploads/0476ee96-0b0e-4d00-8836-f483e504ede7/RyanPanchadsaramandAnjaliGrover_2024V-1350x675.jpg
528289,pete_stavros_the_secret_ingredient_of_business_success,https://talkstar-photos.s3.amazonaws.com/uploads/e23151ce-670d-4c60-8e52-5feb62403d3f/PeteStavros_2024-embed.jpg
528289,pete_stavros_the_secret_ingredient_of_business_success,https://talkstar-photos.s3.amazonaws.com/uploads/59389d50-da97-4bfb-a5d9-187b4e1b442c/PeteStavros_2024-stageshot.jpg
528289,pete_stavros_the_secret_ingredient_of_business_success,https://talkstar-photos.s3.amazonaws.com/uploads/765bc1e6-e862-4f97-b944-273aec27be6b/PeteStavros_2024-1350x675.jpg
521815,geoffrey_e_braswell_the_rise_and_fall_of_the_maya_empire_s_most_powerful_city,https://talkstar-assets.s3.amazonaws.com/production/talks/talk_126510/95e8af30-7f22-484c-8404-e42d7f9025b8/ChichenItzatextless.jpg
527006,oral_mcguire_how_to_live_with_fire,https://talkstar-photos.s3.amazonaws.com/uploads/9c4e196e-71e8-4185-a492-a02cf01e6b8c/OralMcGuire_2023T-embed.jpg
527006,oral_mcguire_how_to_live_with_fire,https://talkstar-photos.s3.amazonaws.com/uploads/a74ade5d-764f-414c-b2eb-8a30f1217b62/OralMcGuire_2023T-stageshot.jpg
